,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
992,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,420000,USD,6368208,420000,240,300,1750,1400,,5,,http://ramos-mejia.properati.com.ar/txsz_venta_casa_haedo
993,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.42308426,-58.65916824",210000,USD,3184104,210000,,,,,,,,http://nordelta.properati.com.ar/wtvh_venta_departamentos_nordelta
994,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.500824,-58.643755",950000,USD,14404280,950000,487,454,1950.718686,2092.511013,,5,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11ul5_venta_casa_tigre_baulera_suite_hidromasaje_jardin_lavadero_piscina_quincho_toilette_vestidor_luminoso_vista_dependencias_garage_aire-acondicionado_doble-circulacion_landing-propiedades
995,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Luis Guillón|,"-34.7976822705,-58.456519483",,,,,,,,,,,,http://luis-guillon.properati.com.ar/su6e_venta_casa_luis-guillon
996,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,"-34.665732,-58.532876",140000,USD,2122736,140000,,20,,7000,,3,,http://lomas-del-mirador.properati.com.ar/10xvq_venta_casa_la-matanza_jardin_lavadero_parrilla_terraza_garage_placard_re-max-alianza
997,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.463787,-58.516437",600000,USD,9097440,600000,,335,,1791.044776,,1,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/f2vz_venta_casa_san-isidro
998,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.586052,-58.5837093",,,,,300,,,,,4,,http://tres-de-febrero.properati.com.ar/um3w_venta_casa_tres-de-febrero
999,sell,PH,|Argentina|Capital Federal|Nuñez|,"-34.5491683,-58.4601193",260000,USD,3942224,260000,200,100,1300,2600,,3,,http://nunez.properati.com.ar/yxht_venta_ph_nunez_patio_terraza_luminoso_garage_deborah-sosa-inversiones-inmobiliarias_akn
1000,sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.6212755,-58.3613436",490000,USD,7429576,490000,125,120,3920,4083.333333,5,,,http://puerto-madero.properati.com.ar/zveb_venta_departamentos_puerto-madero_suite_gimnasio_piscina_sum_vista_sauna_garage_estrenar_gestionar-valetin-alsina-peron-3883
1001,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.55189,-58.7304693",820000,ARS,817724,53931.04,250,75,215.72416,10933.33333,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/vvst_venta_departamentos_san-miguel
1002,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,334000,USD,5064241.6,334000,,,,,,,,http://nordelta.properati.com.ar/ztql_venta_departamentos_nordelta_suite_jardin_parrilla_piscina_vista_garage_m-m-propiedades_bhs
1003,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6228856485,-58.3915971442",965600,ARS,962919.9,63507.09,34,31,1867.855588,31148.3871,8,1,,http://san-cristobal.properati.com.ar/sup0_venta_departamentos_san-cristobal_entre-rios-av-_1200
1004,sell,PH,|Argentina|Capital Federal|Floresta|,"-34.643718,-58.4700484",95000,USD,1440428,95000,153,95,620.9150327,1000,1,,,http://floresta.properati.com.ar/10mjx_venta_ph_floresta_terraza_lepore-propiedades
1005,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Garín|,,275000,USD,4169660,275000,550,185,500,1486.486486,,,,http://garin.properati.com.ar/zhl3_venta_casa_garin_0_suite_piscina_vestidor_garage_impecable_bleuzet-propiedades-marta
1006,sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6238636,-58.4885205",175000,USD,2653420,175000,60,54,2916.666667,3240.740741,,3,,http://floresta.properati.com.ar/if9s_venta_departamento_mar-del-plata
1007,sell,apartment,|Argentina|Capital Federal|,,63000,USD,955231.2,63000,,30,,2100,,1,,http://capital-federal.properati.com.ar/zs06_venta_departamentos_capital-federal_balcon_garage_estrenar_el-trebol-morana-inmuebles-servicios
1008,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.632555,-58.362551",67900,USD,1029526.96,67900,,40,,1697.5,,2,,http://boca.properati.com.ar/11gz6_venta_departamentos_parque-patricios_lavadero_luminoso_garage_re-max-puerto
1009,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4406172,-58.5603613",240000,USD,3638976,240000,316,180,759.4936709,1333.333333,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/r4mt_venta_casa_san-fernando_25-de-mayo_1400
1010,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.7308267,-58.5860102",,,,,250,,,,,5,,http://la-matanza.properati.com.ar/vx1v_venta_casa_la-matanza
1011,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Piñeiro|,"-34.6697172988,-58.3940195902",290000,USD,4397096,290000,293,233,989.7610922,1244.635193,,,,http://pineiro.properati.com.ar/12kll_venta_casa_pineiro_balcon_parrilla_quincho_lujoso_garage_rcm-propiedades_di3
1012,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.649591,-58.574574",1800000,ARS,1795004.05,118385.22,,64,,28125,,2,,http://ramos-mejia.properati.com.ar/woun_venta_departamentos_la-matanza
1013,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6148304,-58.4251842",215000,USD,3259916,215000,0,85,,2529.411765,,3,,http://almagro.properati.com.ar/xkp0_venta_departamentos_almagro_jardin_garage
1014,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.44165,-58.748686",550000,USD,8339320,550000,928,303,592.6724138,1815.181518,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/112t9_venta_casa_pilar_oppel-inmuebles_d63
1015,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.519252,-58.47501",83000,USD,1258479.2,83000,,34,,2441.176471,8,2,,http://vicente-lopez.properati.com.ar/12hlr_venta_departamentos_vicente-lopez_luminoso_placard_re-max-liberty
1016,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.4680436188,-58.5206310116",134000,USD,2031761.6,134000,57,57,2350.877193,2350.877193,,,,http://san-isidro.properati.com.ar/12p7j_venta_departamentos_san-isidro_luminoso_garage_losa-radiante_syrah-global_di8
1017,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Rincón de Milberg|,,320000,USD,4851968,320000,400,150,800,2133.333333,,,,http://rincon-de-milberg.properati.com.ar/11n33_venta_casa_rincon-de-milberg_suite_parrilla_patio_piscina_toilette_dependencias_tenis_podesta-castro-propiedades
1018,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.6036844,-58.3815591",98000,USD,1485915.2,98000,,,,,,,,http://palermo.properati.com.ar/k9jo_venta_departamentos_capital-federal
1019,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4196676,-58.5771209",115000,USD,1743676,115000,47,44,2446.808511,2613.636364,,2,,http://tigre.properati.com.ar/zsvn_venta_departamentos_tigre_piscina_luminoso_garage_impecable_placard_nucifora-propiedades_crq
1020,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6828713,-58.5845557",90000,USD,1364616,90000,70,70,1285.714286,1285.714286,,3,1,http://la-matanza.properati.com.ar/xd7o_venta_departamentos_la-matanza
1021,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7158631758,-58.2542944441",,,,,1295,687,,,,,,http://quilmes.properati.com.ar/12r1i_venta_casa_quilmes_balcon_suite_jardin_lavadero_parrilla_piscina_quincho_terraza_toilette_vista_sauna_garage_placard_doble-circulacion_o-keefe-inmobiliaria-rural-y-urbana_djq
1022,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5313547,-58.5808099",135000,USD,2046924,135000,,175,,771.4285714,,,,http://san-martin.properati.com.ar/tyse_venta_casa_san-martin
1023,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Carapachay|,"-34.5589051,-58.552458",480000,USD,7277952,480000,500,248,960,1935.483871,,,,http://carapachay.properati.com.ar/zuwu_venta_casa_carapachay_posadas_3700_baulera_suite_hidromasaje_jardin_lavadero_parrilla_piscina_quincho_toilette_vestidor_electrogeno_placard_rollan-propiedades_apd
1024,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Santos Lugares|,"-34.600822,-58.542633",49000,USD,742957.6,49000,,33,,1484.848485,,2,,http://santos-lugares.properati.com.ar/11e0d_venta_departamentos_tres-de-febrero_balcon_hidromasaje_parrilla_sum_garage_placard_re-max-uno
1025,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,230000,USD,3487352,230000,154,199,1493.506494,1155.778894,,5,,http://haedo.properati.com.ar/xdg6_venta_casa_haedo
1026,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.877834,-58.082421",,,,,,,,,,5,,http://la-plata.properati.com.ar/10qxf_venta_casa_la-plata_lavadero_piscina_toilette_garage_re-max-diagonal
1027,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Villa Martelli|,"-34.5492508,-58.5022818",155000,USD,2350172,155000,216,1165,717.5925926,133.0472103,,,,http://villa-martelli.properati.com.ar/y6v0_venta_casa_villa-martelli_mejico_3700_patio_martin-propiedades_aov
1028,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6381061,-58.5038372",741971,ARS,739911.62,48799.11,0,34,,21822.67647,,1,,http://villa-luro.properati.com.ar/sj8c_venta_departamentos_mataderos
1029,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",126000,USD,1910462.4,126000,56,0,2250,,1,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11b89_venta_departamentos_tigre_avenida-cazon_900_marquestau-colautti-lomas-de-san-isidro-maria-h-marquestau-csi-4689-4710
1030,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,113000,USD,1713351.2,113000,,49,,2306.122449,,2,,http://ramos-mejia.properati.com.ar/z1c1_venta_departamentos_ramos-mejia_lenge-propiedades
1031,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,,158000,USD,2395659.2,158000,80,80,1975,1975,,3,,http://villa-sarmiento.properati.com.ar/z1q8_venta_casa_villa-sarmiento_jardin_patio_garage_estrenar_panisello-inmobiliaria
1032,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,,75000,USD,1137180,75000,230,120,326.0869565,625,,4,,http://san-justo-la-matanza.properati.com.ar/sae5_venta_ph_la-matanza
1033,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5577015,-58.5786029",65000,USD,985556,65000,78,67,833.3333333,970.1492537,,,,http://san-martin.properati.com.ar/ed9c_venta_otro_san-martin
1034,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6046321,-58.3992651",107000,USD,1622376.8,107000,48,48,2229.166667,2229.166667,,2,,http://balvanera.properati.com.ar/11kva_venta_departamentos_balvanera_balcon_lavadero_luminoso_baireslodge-com
1035,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.3942337,-58.69763565",250000,USD,3790600,250000,,,,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/u92m_venta_casa_tigre
1036,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,,230000,USD,3487352,230000,651,156,353.3026114,1474.358974,,3,,http://parque-leloir.properati.com.ar/s5m5_venta_casa_ituzaingo
1037,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Rincón de Milberg|,,480000,USD,7277952,480000,273,273,1758.241758,1758.241758,,,,http://rincon-de-milberg.properati.com.ar/rgqh_venta_casa_rincon-de-milberg_0
1038,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,800000,USD,12129920,800000,,,,,,,,http://nordelta.properati.com.ar/wnl9_venta_casa_barrio-el-golf
1039,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7105712637,-58.3790297375",270000,USD,4093848,270000,302,117,894.0397351,2307.692308,,5,2,http://lanus.properati.com.ar/prr3_venta_casa_lanus
1040,sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.390515,-58.620665",,,,,,,,,,,,http://tigre.properati.com.ar/xefv_venta_local_tigre
1041,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Sáenz Peña|,"-34.6007809,-58.5357146",119000,USD,1804325.6,119000,100,85,1190,1400,,,,http://saenz-pena.properati.com.ar/yddk_venta_ph_saenz-pena_baulera_patio_terraza_garage_placard_bersano-propiedades
1042,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,,180000,USD,2729232,180000,120,180,1500,1000,,4,,http://villa-sarmiento.properati.com.ar/117qr_venta_casa_villa-sarmiento_balcon_lavadero_patio_terraza_garage_marta-gonzalez-norte
1043,sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6016525,-58.4910124",79918,USD,1211748.68,79918,38,34,2103.105263,2350.529412,,1,1100,http://villa-del-parque.properati.com.ar/105hf_venta_departamentos_villa-del-parque_parrilla_sum_terraza_estrenar_izrastzoff-agentes-inmobiliarios
1044,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.425087,-58.5796585",275000,USD,4169660,275000,175,175,1571.428571,1571.428571,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10eg3_venta_casa_tigre_suite_parrilla_toilette_vestidor_losa-radiante_get-negocios-inmobiliarios
1045,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.439434,-58.79871",68000,USD,1031043.2,68000,,40,,1700,,2,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zf86_venta_departamentos_pilar_balcon_gimnasio_piscina_sum_luminoso_garage_impecable_re-max-total-i
1046,sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.6044653,-58.4274665",135000,USD,2046924,135000,70,60,1928.571429,2250,2,3,1600,http://parque-centenario.properati.com.ar/zjft_venta_departamentos_parque-centenario_lavadero_impecable_placard_aire-acondicionado_bertolotti
1047,sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5473769837,-58.5463208748",135000,USD,2046924,135000,125,110,1080,1227.272727,,4,,http://villa-ballester.properati.com.ar/11662_venta_ph_villa-ballester_lavadero_patio_toilette_garage_placard_matticoli-inmobiliaria_cd2
1048,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,,240000,USD,3638976,240000,1079,153,222.4281742,1568.627451,,,,http://maschwitz.properati.com.ar/11fxr_venta_casa_maschwitz_0_suite_lavadero_parrilla_piscina_toilette_vestidor_luminoso_garage_placard_aire-acondicionado_losa-radiante_pratto-propiedades
1049,sell,house,|Argentina|Capital Federal|Flores|,"-34.634925,-58.459003",325000,USD,4927780,325000,,249,,1305.220884,,5,,http://flores.properati.com.ar/10tjr_venta_casa_flores_suite_hidromasaje_lavadero_parrilla_patio_sotano_terraza_toilette_vestidor_lujoso_garage_aire-acondicionado_re-max-uno
1050,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,415000,USD,6292396,415000,550,240,754.5454545,1729.166667,,,,http://nordelta.properati.com.ar/vp7k_venta_casa_nordelta_200
1051,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5072054,-58.4798541",350000,USD,5306840,350000,0,178,,1966.292135,,4,,http://olivos.properati.com.ar/rpi0_venta_departamentos_olivos
1052,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,330000,USD,5003592,330000,0,200,,1650,,4,,http://nordelta.properati.com.ar/11wr4_venta_casa_nordelta_lavadero_parrilla_dependencias_estrenar_caneva-propiedades
1053,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,,,,,,,,,,,,,http://parque-leloir.properati.com.ar/11edi_venta_casa_parque-leloir_suite_parrilla_piscina_quincho_garage_placard_r-tavella-inmuebles_cz9
1054,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,163000,USD,2471471.2,163000,0,120,,1358.333333,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/s4rb_venta_casa_bs-as-g-b-a-zona-norte
1055,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6775894,-58.5616913",53000,USD,803607.2,53000,,,,,,,,http://villa-luzuriaga.properati.com.ar/rlez_venta_departamentos_villa-luzuriaga
1056,sell,PH,|Argentina|Capital Federal|Paternal|,"-34.577168,-58.538654",82000,USD,1243316.8,82000,65,65,1261.538462,1261.538462,,2,,http://paternal.properati.com.ar/113yo_venta_ph_paternal_terraza_luminoso_argos-negocios-inmobiliarios
1057,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6730895289,-58.5589018026",90000,USD,1364616,90000,78,52,1153.846154,1730.769231,,,,http://san-justo-la-matanza.properati.com.ar/of2j_venta_casa_san-justo
1058,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.589945,-58.422418",195000,USD,2956668,195000,,99,,1969.69697,,4,,http://palermo.properati.com.ar/12op8_venta_departamentos_palermo_balcon_baulera_lavadero_patio_toilette_luminoso_dependencias_re-max-plaza
1059,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.65545654,-58.6452446",180000,USD,2729232,180000,,,,,,,,http://castelar-moron.properati.com.ar/11t4i_venta_casa_castelar_hidromasaje_parrilla_piscina_quincho_luminoso_vignolo-propiedades
1060,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5877884,-58.4143165",198000,USD,3002155.2,198000,100,93,1980,2129.032258,6,3,3600,http://barrio-norte.properati.com.ar/wxky_venta_departamentos_barrio-norte_salguero-jeronimo_1900
1061,sell,PH,|Argentina|Capital Federal|Villa Devoto|,"-34.6091923,-58.5102896",154000,USD,2335009.6,154000,82,74,1878.04878,2081.081081,,,,http://villa-devoto.properati.com.ar/11yx5_venta_departamentos_villa-devoto_balcon_torres-propiedades
1062,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4607504,-58.5462293",140000,USD,2122736,140000,345,300,405.7971014,466.6666667,,,,http://victoria.properati.com.ar/10hy4_venta_casa_victoria_john-fitzgerald-kennedy_2200_patio_quincho_terraza_garage_guallini-propiedades
1063,sell,apartment,|Argentina|Capital Federal|Parque Patricios|,"-34.6286681,-58.3985131",231000,USD,3502514.4,231000,218,126,1059.633028,1833.333333,1,4,,http://parque-patricios.properati.com.ar/12j83_venta_departamentos_parque-patricios_balcon_lavadero_subte-linea-e_subte-linea-h_maxi-propiedades
1064,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,,150000,USD,2274360,150000,160,120,937.5,1250,,4,,http://castelar-moron.properati.com.ar/s9tf_venta_casa_moron
1065,sell,store,|Argentina|Capital Federal|San Nicolás|,"-34.6037137392,-58.3815808896",285000,USD,4321284,285000,151,151,1887.417219,1887.417219,,1,3775,http://san-nicolas.properati.com.ar/rg5h_venta_local_capital-federal
1066,sell,house,|Argentina|Capital Federal|Monserrat|,"-34.6084175,-58.3731613",145000,USD,2198548,145000,375,130,386.6666667,1115.384615,,,,http://monserrat.properati.com.ar/egw4_venta_casa_san-martin
1067,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,"-34.463675,-58.9215362",300000,USD,4548720,300000,0,300,,1000,,6,,http://del-viso.properati.com.ar/10rt4_venta_casa_del-viso_piscina_quincho_sauna_castro-feijoo-propiedades
1068,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521168,-58.5646482",250000,USD,3790600,250000,203,160,1231.527094,1562.5,,,,http://ramos-mejia.properati.com.ar/fkte_venta_casa_ramos-mejia
1069,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,2000000,USD,30324800,2000000,740,671,2702.702703,2980.625931,,9,6500,http://nordelta.properati.com.ar/xuny_venta_casa_nordelta_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_patio_piscina_toilette_vestidor_vista_dependencias_losa-radiante
1070,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6213780165,-58.4469826183",72500,USD,1099274,72500,39,33,1858.974359,2196.969697,4,,,http://caballito.properati.com.ar/12v6d_venta_departamentos_caballito_yerbal_1135_balcon_lavadero_parrilla_sum_terraza_garage_amenities_subte-linea-a_lepore-propiedades
1071,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6192181,-58.5719716",80000,USD,1212992,80000,102,71,784.3137255,1126.760563,,3,,http://caseros.properati.com.ar/urw6_venta_departamentos_caseros
1072,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,220000,USD,3335728,220000,950,150,231.5789474,1466.666667,,,,http://benavidez.properati.com.ar/zgxd_venta_casa_benavidez_400_suite_lavadero_parrilla_piscina_terraza_toilette_vestidor_luminoso_marquestau-colautti-pilar-maria-h-marquestau-csi-4689-4710
1073,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,,,,,,,180,,,,,,http://monte-grande.properati.com.ar/zf5q_venta_casa_monte-grande_balcon_lavadero_parrilla_garage_tomaselli-gestion-inmobiliaria
1074,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Villa Adelina|,"-34.51271,-58.5557552",100000,USD,1516240,100000,140,70,714.2857143,1428.571429,,,,http://villa-adelina-san-isidro.properati.com.ar/xw1k_venta_casa_villa-adelina_martin-rodriguez_1000_lavadero_parrilla_patio
1075,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio La Alameda|,"-34.4294160987,-58.6514259172",1100000,USD,16678640,1100000,0,750,,1466.666667,,7,,http://barrio-la-alameda-nordelta.properati.com.ar/11b5v_venta_casa_barrio-la-alameda_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_quincho_toilette_vestidor_luminoso_sauna_lujoso_dependencias_sol-real-estate
1076,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.591757,-58.391922",10000,USD,151624,10000,,,,,,,,http://barrio-norte.properati.com.ar/xi7k_venta_departamentos_barrio-norte_gimnasio_jardin_piscina_luminoso_garage
1077,sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,110000,USD,1667864,110000,,278,,395.6834532,,,,http://haedo.properati.com.ar/s623_venta_local_moron
1078,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7234993,-58.2746888",180000,USD,2729232,180000,,,,,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/eapb_venta_casa_quilmes
1079,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,75,,,,3,,http://haedo.properati.com.ar/s94k_venta_departamentos_moron
1080,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,,243000,USD,3684463.2,243000,,187,,1299.465241,,4,,http://escobar.properati.com.ar/upvm_venta_casa_escobar
1081,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",4431000,ARS,4418701.81,291424.96,,71,,62408.4507,17,3,,http://belgrano.properati.com.ar/y1io_venta_departamentos_belgrano_gimnasio_lavadero_parrilla_piscina_sum_electrogeno_amenities_proyectos
1082,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Delta|,,110988,USD,1682844.45,110988,,51,,2176.235294,1,,,http://delta.properati.com.ar/xsq2_venta_departamentos_delta_montes-de-oca_1400_gimnasio_hidromasaje_parrilla_piscina_sum_terraza_toilette_luminoso_garage_amenities_placard
1083,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.577168,-58.538654",50000,USD,758120,50000,70,25,714.2857143,2000,,3,,http://tres-de-febrero.properati.com.ar/11lz9_venta_ph_tres-de-febrero_lavadero_patio_terraza_carlos-a-giampaolo_4r3
1084,sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.6036694,-58.462363",68000,USD,1031043.2,68000,34,32,2000,2125,,,,http://paternal.properati.com.ar/v9wg_venta_departamentos_villa-general-mitre
1085,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6839424,-58.5628767",230000,USD,3487352,230000,,130,,1769.230769,,,,http://san-justo-la-matanza.properati.com.ar/i531_venta_casa_san-justo
1086,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Club de Campo Pueyrredón|,"-34.4417501583,-58.8575172324",450000,USD,6823080,450000,325,325,1384.615385,1384.615385,,,,http://club-de-campo-pueyrredon.properati.com.ar/12ob2_venta_casa_pilar_suite_lavadero_parrilla_piscina_toilette_vestidor_dependencias_blanco-propiedades_dii
1087,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Estancias del Pilar|,"-34.48028,-58.986289",350000,USD,5306840,350000,1425,153,245.6140351,2287.581699,,,,http://estancias-del-pilar.properati.com.ar/11jri_venta_casa_estancias-del-pilar_suite_lavadero_parrilla_piscina_luminoso_garage_blanco-propiedades_3m6
1088,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6163621,-58.5516547",57000,USD,864256.8,57000,39,35,1461.538462,1628.571429,1,2,,http://caseros.properati.com.ar/ur8n_venta_departamentos_caseros
1089,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Los Polvorines|,"-34.4975948959,-58.7070966307",170000,USD,2577608,170000,398,,427.1356784,,,,,http://los-polvorines.properati.com.ar/zlof_venta_casa_los-polvorines_lavadero_parrilla_patio_quincho_luminoso_garage_torres-propiedades_9wd
1090,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,95000,USD,1440428,95000,53,39,1792.45283,2435.897436,,,,http://nordelta.properati.com.ar/uid1_venta_departamentos_nordelta_0
1091,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Trujui|,"-34.596715,-58.7261606",55000,USD,833932,55000,225,105,244.4444444,523.8095238,,,,http://trujui.properati.com.ar/zo52_venta_casa_trujui_leloir-inmuebles
1092,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5567676,-58.5633249",159000,USD,2410821.6,159000,0,180,,883.3333333,,4,,http://villa-ballester.properati.com.ar/10lr9_venta_departamentos_villa-ballester_suite_lavadero_toilette_garage_alvarez-propiedades_cs7
